INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
6607-45-0	CAS-RN	DTXSID8073132	.alpha.,.beta.-Dichlorostyrene	ClC=C(Cl)C1=CC=CC=C1	ClC=C(Cl)C1=CC=CC=C1
6607-49-4	CAS-RN	DTXSID70216272	2-(Butylthio)ethyl vinyl ether	CCCCSCCOC=C	CCCCSCCOC=C
66085-59-4	CAS-RN	DTXSID5023370	Nimodipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	COCCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C
6609-36-5	CAS-RN	DTXSID00216280	Benzimidazole, 6-bromo-4-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=CC(Br)=CC2=C1N=C(N2)C(F)(F)F	[O-][N+](=O)C1=CC(Br)=CC2=C1N=C(N2)C(F)(F)F
6609-37-6	CAS-RN	DTXSID60216281	Benzimidazole, 4-bromo-6-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(Br)=C1	[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(Br)=C1
6609-38-7	CAS-RN	DTXSID20216282	Benzimidazole, 4,6-dinitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(=C1)[N+]([O-])=O	[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(=C1)[N+]([O-])=O
6609-39-8	CAS-RN	DTXSID80216283	Benzimidazole, 5-chloro-4-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=C(Cl)C=CC2=C1N=C(N2)C(F)(F)F	[O-][N+](=O)C1=C(Cl)C=CC2=C1N=C(N2)C(F)(F)F
6609-40-1	CAS-RN	DTXSID40216284	Benzimidazole, 5-chloro-6-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=C(Cl)C=C2NC(=NC2=C1)C(F)(F)F	[O-][N+](=O)C1=C(Cl)C=C2NC(=NC2=C1)C(F)(F)F
6609-41-2	CAS-RN	DTXSID00216285	Benzimidazole, 5,6-dichloro-4-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=C2N=C(NC2=CC(Cl)=C1Cl)C(F)(F)F	[O-][N+](=O)C1=C2N=C(NC2=CC(Cl)=C1Cl)C(F)(F)F
6609-42-3	CAS-RN	DTXSID60216286	Benzimidazole, 4,5-dichloro-6-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=C(Cl)C(Cl)=C2N=C(NC2=C1)C(F)(F)F	[O-][N+](=O)C1=C(Cl)C(Cl)=C2N=C(NC2=C1)C(F)(F)F
6609-43-4	CAS-RN	DTXSID20216287	Benzimidazole, 4,6-dichloro-5-nitro-2-(trifluoromethyl)-	[O-][N+](=O)C1=C(Cl)C=C2NC(=NC2=C1Cl)C(F)(F)F	[O-][N+](=O)C1=C(Cl)C=C2NC(=NC2=C1Cl)C(F)(F)F
6609-53-6	CAS-RN	DTXSID40216289	Benzimidazole, 4,6-dibromo-2-(trifluoromethyl)-	FC(F)(F)C1=NC2=C(N1)C=C(Br)C=C2Br	FC(F)(F)C1=NC2=C(N1)C=C(Br)C=C2Br
661-19-8	CAS-RN	DTXSID4027286	1-Docosanol	CCCCCCCCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCCCCCCCCO
6610-29-3	CAS-RN	DTXSID7044390	N-Methylhydrazinecarbothioamide	CNC(=S)NN	CNC(=S)NN
66104-23-2	CAS-RN	DTXSID6040583	Pergolide methanesulfonate	CS(O)(=O)=O.CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13	CCCN1CC(CSC)CC2C1CC1=CNC3=CC=CC2=C13
66108-95-0	CAS-RN	DTXSID6023157	Iohexol	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
66125-72-2	CAS-RN	DTXSID40216325	2,2-Diethyl-2,3,5,10-tetrahydro-1H-pyrazolo(1,2-b)phthalazine-1,3-dione	CCC1(CC)C(=O)N2CC3=CC=CC=C3CN2C1=O	CCC1(CC)C(=O)N2CC3=CC=CC=C3CN2C1=O
6613-44-1	CAS-RN	DTXSID4064420	Benzoyl chloride, 3,5-dimethyl-	CC1=CC(=CC(C)=C1)C(Cl)=O	CC1=CC(=CC(C)=C1)C(Cl)=O
6615-00-5	CAS-RN	DTXSID70447807	11alpha-Hydroxy-estr-4-ene-3,17-dione	C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O	CC12CC(O)C3C(CCC4=CC(=O)CCC34)C1CCC2=O
6620-60-6	CAS-RN	DTXSID7023516	Proglumide	CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1	CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1
66215-27-8	CAS-RN	DTXSID6023999	Cyromazine	NC1=NC(NC2CC2)=NC(N)=N1	NC1=NC(NC2CC2)=NC(N)=N1
66227-09-6	CAS-RN	DTXSID80216420	Propyl-3-tert-butylphenoxyacetate	CCCOC(=O)COC1=CC=CC(=C1)C(C)(C)C	CCCOC(=O)COC1=CC=CC(=C1)C(C)(C)C
66230-04-4	CAS-RN	DTXSID4032667	Esfenvalerate	CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1	CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1
66232-25-5	CAS-RN	DTXSID60216428	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, butyl ester	CCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66232-26-6	CAS-RN	DTXSID20216429	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, undecyl ester	CCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66232-27-7	CAS-RN	DTXSID30216430	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, dodecyl ester	CCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66232-28-8	CAS-RN	DTXSID90216431	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, tetradecyl ester	CCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66232-29-9	CAS-RN	DTXSID50216432	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, hexadecyl ester	CCCCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66232-30-2	CAS-RN	DTXSID10216433	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, octadecyl ester	CCCCCCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66246-88-6	CAS-RN	DTXSID8042260	Penconazole	CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1	CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1
66257-53-2	NO_MATCH	-	-	-	-
6627-34-5	CAS-RN	DTXSID9064425	2,5-Dichloro-4-nitroaniline	NC1=CC(Cl)=C(C=C1Cl)[N+]([O-])=O	NC1=CC(Cl)=C(C=C1Cl)[N+]([O-])=O
66276-87-7	CAS-RN	DTXSID30216475	Acetic acid, 2-(N,N-bis(2-chloroethyl)aminophenyl)-, decyl ester	CCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl	CCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl
66309-69-1	CAS-RN	DTXSID1045538	Cefotiam hydrochloride	Cl.CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O	CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O
66309-83-9	CAS-RN	DTXSID40469096	CHEMBL157327	CC1CC2=C(C=C(C)C=C2)C1=O	CC1CC2=CC=C(C)C=C2C1=O
66332-77-2	CAS-RN	DTXSID10984948	2-Methoxyphenyl 2-[4-(2-methylpropyl)phenyl]propanoate	COC1=CC=CC=C1OC(=O)C(C)C1=CC=C(CC(C)C)C=C1	COC1=CC=CC=C1OC(=O)C(C)C1=CC=C(CC(C)C)C=C1
66332-96-5	CAS-RN	DTXSID8024109	Flutolanil	CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1	CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1
66346-01-8	CAS-RN	DTXSID7028300	1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one	CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1	CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1
6635-73-0	CAS-RN	DTXSID00216563	Biuret, 1-phenyl-2,4-dithio-	NC(=S)NC(=S)NC1=CC=CC=C1	NC(=S)NC(=S)NC1=CC=CC=C1
66357-35-5	CAS-RN	DTXSID8045191	Ranitidine	CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O	C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1
66364-74-7	CAS-RN	DTXSID60216589	Enpiroline phosphate	OP(O)(O)=O.O[C@@H]([C@H]1CCCCN1)C1=CC(=NC(=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F	OC(C1CCCCN1)c1cc(nc(c1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F
6637-88-3	CAS-RN	DTXSID8025202	C.I. Direct Orange 6	[Na+].[Na+].CC1=CC(=CC=C1\N=N\C1=CC(C([O-])=O)=C(O)C=C1)C1=CC=C(\N=N\C2=C(N)C(=CC(C)=C2N)S([O-])(=O)=O)C(C)=C1	CC1=CC(=CC=C1N=NC1=CC(C(O)=O)=C(O)C=C1)C1=CC(C)=C(C=C1)N=NC1=C(N)C(=CC(C)=C1N)S(O)(=O)=O
66408-78-4	CAS-RN	DTXSID4070459	2-(2,6-Dimethyl-1,5-heptadienyl)-1,3-dioxolane	CC(C)=CCCC(C)=CC1OCCO1	CC(C)=CCCC(C)=CC1OCCO1
66415-55-2	CAS-RN	DTXSID80402720	Aminopropylvinylether	NCCCOC=C	NCCCOC=C
6642-31-5	CAS-RN	DTXSID4074350	6-Amino-1,3-dimethyluracil	CN1C(N)=CC(=O)N(C)C1=O	CN1C(=N)CC(=O)N(C)C1=O
66422-95-5	CAS-RN	DTXSID3070462	Ethanol, 2-(2,4-diaminophenoxy)-, hydrochloride (1:2)	Cl.Cl.NC1=CC(N)=C(OCCO)C=C1	NC1=CC=C(OCCO)C(N)=C1
66441-11-0	CAS-RN	DTXSID30985098	Ethyl 2-{3-[(6-chloro-1,3-benzothiazol-2-yl)oxy]phenoxy}propanoate	CCOC(=O)C(C)OC1=CC(OC2=NC3=C(S2)C=C(Cl)C=C3)=CC=C1	CCOC(=O)C(C)OC1=CC(OC2=NC3=C(S2)C=C(Cl)C=C3)=CC=C1
66441-23-4	CAS-RN	DTXSID2032392	Fenoxaprop-ethyl	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
6645-46-1	CAS-RN	DTXSID701014449	Levocarnitine chloride	[Cl-].C[N+](C)(C)C[C@H](O)CC(O)=O	C[N+](C)(C)CC(O)CC(O)=O
66492-51-1	CAS-RN	DTXSID5074923	(5-Ethyl-1,3-dioxan-5-yl)methyl 2-propenoate	CCC1(COC(=O)C=C)COCOC1	CCC1(COC(=O)C=C)COCOC1
665-66-7	CAS-RN	DTXSID50874031	1-Adamantanamine, hydrochloride	Cl.NC12CC3CC(CC(C3)C1)C2	NC12CC3CC(CC(C3)C1)C2
66501-16-4	CAS-RN	DTXSID60216706	2-Pyrimidinamine, N-(2,6-dichlorophenyl)-	ClC1=CC=CC(Cl)=C1NC1=NC=CC=N1	ClC1=CC=CC(Cl)=C1NC1=NC=CC=N1
66505-62-2	CAS-RN	DTXSID20216707	Furo(2,3-d)pyrimidin-4-amine, 2-(ethylthio)-5-methyl-, monohydrobromide	Br.CCSC1=NC(N)=C2C(C)=COC2=N1	CCSc1nc(N)c2c(C)coc2n1
66505-63-3	CAS-RN	DTXSID80216708	Furo(2,3-d)pyrimidin-4-amine, 5-methyl-2-(methylthio)-, monohydrobromide	Br.CSC1=NC(N)=C2C(C)=COC2=N1	CSc1nc(N)c2c(C)coc2n1
66505-64-4	CAS-RN	DTXSID40216709	Furo(2,3-d)pyrimidin-4-amine, 5-methyl-2-(2-propenylthio)-	CC1=COC2=NC(SCC=C)=NC(N)=C12	CC1=COC2=NC(SCC=C)=NC(N)=C12
66508-37-0	CAS-RN	DTXSID10216711	Fosmidomycin sodium	[Na+].ON(CCCP(O)([O-])=O)C=O	ON(CCCP(O)(O)=O)C=O
66525-27-7	Deleted CAS-RN	DTXSID6032649	Tetramethrin	CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C	CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
66571-24-2	CAS-RN	DTXSID90985170	2-Ethyl-2H-1,3-benzoxazin-4-ol	CCC1OC2=CC=CC=C2C(O)=N1	CCC1OC2=CC=CC=C2C(O)=N1
66575-29-9	CAS-RN	DTXSID8040484	Colforsin	[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C	CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C
6659-45-6	CAS-RN	DTXSID5041227	1',2'-Dihydrorotenone	COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)C)C1=O	COC1=CC2=C(C=C1OC)C1C(CO2)OC2=C3CC(OC3=CC=C2C1=O)C(C)C
6659-62-7	NO_MATCH	-	-	-	-
666-84-2	CAS-RN	DTXSID40216769	Abietyl alcohol	CC(C)C1=CC2=CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1	CC(C)C1=CC2=CCC3C(C)(CO)CCCC3(C)C2CC1
66637-25-0	NO_MATCH	-	-	-	-
66637-26-1	NO_MATCH	-	-	-	-
66637-32-9	NO_MATCH	-	-	-	-
66637-35-2	NO_MATCH	-	-	-	-
66660-95-5	NO_MATCH	-	-	-	-
66669-53-2	CAS-RN	DTXSID10897448	Tetrasodium hydrogen 2-phosphonatobutane-1,2,4-tricarboxylate	[Na+].[Na+].[Na+].[Na+].OC(=O)CC(CCC([O-])=O)(C([O-])=O)P([O-])([O-])=O	OC(=O)CCC(CC(O)=O)(C(O)=O)P(O)(O)=O
66671-82-7	CAS-RN	DTXSID3070468	2,5-Diaminoanisole sulfate	OS(O)(=O)=O.COC1=CC(N)=CC=C1N	COC1=C(N)C=CC(N)=C1
666816-98-4	CAS-RN	DTXSID40610667	8-Bromo-7-(but-2-yn-1-yl)-3-methyl-3,7-dihydro-1H-purine-2,6-dione	CC#CCN1C(Br)=NC2=C1C(=O)NC(=O)N2C	CC#CCN1C(Br)=NC2=C1C(=O)NC(=O)N2C
6670-95-7	NO_MATCH	-	-	-	-
6673-35-4	CAS-RN	DTXSID0021179	Practolol	CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1	CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
66734-13-2	CAS-RN	DTXSID6045535	Alclometasone dipropionate	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C	CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC12C
6674-22-2	CAS-RN	DTXSID2049424	1,8-Diazabicyclo[5.4.0]undec-7-ene	C1CN=C2CCCCCN2C1	C1CN=C2CCCCCN2C1
66794-74-9	CAS-RN	DTXSID2049004	Encainide hydrochloride	Cl.COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C	COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
66803-19-8	CAS-RN	DTXSID3048609	Micronomicin sulfate	OS(O)(=O)=O.CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1	CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
66827-38-1	CAS-RN	DTXSID8058451	SD-43775	CC(C)C(C(=O)OC(C#N)C1=CC=C(OC2=CC=CC=C2)C=C1)C1=CC=C(Cl)C=C1	CC(C)C(C(=O)OC(C#N)C1=CC=C(OC2=CC=CC=C2)C=C1)C1=CC=C(Cl)C=C1
6683-17-6	NO_MATCH	-	-	-	-
6683-19-8	CAS-RN	DTXSID1027633	Irganox 1010	CC(C)(C)C1=CC(CCC(=O)OCC(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	CC(C)(C)C1=CC(CCC(=O)OCC(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C
66839-97-2	CAS-RN	DTXSID50985434	3-[(Pyrrolidin-1-yl)methyl][1,1'-biphenyl]-4-ol	OC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1	OC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1
66839-98-3	CAS-RN	DTXSID80216960	Pyrrolidine, 1-((4-methoxy(1,1'-biphenyl)-3-yl)methyl)-	COC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1	COC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1
66839-99-4	CAS-RN	DTXSID40216961	(1,1'-Biphenyl)-4-ol, 3-(1-piperidinylmethyl)-	OC1=C(CN2CCCCC2)C=C(C=C1)C1=CC=CC=C1	OC1=C(CN2CCCCC2)C=C(C=C1)C1=CC=CC=C1
66840-00-4	CAS-RN	DTXSID60216963	(1,1'-Biphenyl)-4-ol, 3-((diethylamino)methyl)-	CCN(CC)CC1=C(O)C=CC(=C1)C1=CC=CC=C1	CCN(CC)CC1=C(O)C=CC(=C1)C1=CC=CC=C1
66840-01-5	CAS-RN	DTXSID20216964	Pyrrolidine, 1-((4-ethoxy(1,1'-biphenyl)-3-yl)methyl)-	CCOC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1	CCOC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1
66841-25-6	CAS-RN	DTXSID0024343	Tralomethrin	CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1	CC1(C)C(C(Br)C(Br)(Br)Br)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1
6685-76-3	CAS-RN	DTXSID70216974	Carbonic acid, compound with phenylguanidine (1:1)	OC(O)=O.NC(N)=NC1=CC=CC=C1	NC(N)=NC1=CC=CC=C1
66871-56-5	CAS-RN	DTXSID4049080	Lidamidine	CNC(=N)NC(=O)NC1=C(C)C=CC=C1C	CNC(=N)NC(=O)NC1=C(C)C=CC=C1C
66898-62-2	CAS-RN	DTXSID3046740	Talniflumate	FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1	FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1
669-90-9	CAS-RN	DTXSID9027287	D-arabino-2-Hexulosonic acid	OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)C(O)=O	OCC(O)C(O)C(O)C(=O)C(O)=O
669005-94-1	CAS-RN	DTXSID90889200	3-Pyridinecarbonitrile, 4-methyl-2,6-bis[(4-methylphenyl)amino]-5-[2-[2-(trifluoromethyl)phenyl]diazenyl]-	CC1=CC=C(NC2=NC(NC3=CC=C(C)C=C3)=C(C#N)C(C)=C2N=NC2=CC=CC=C2C(F)(F)F)C=C1	CC1=CC=C(NC2=NC(NC3=CC=C(C)C=C3)=C(C#N)C(C)=C2N=NC2=CC=CC=C2C(F)(F)F)C=C1
66934-18-7	CAS-RN	DTXSID00912311	Flunoxaprofen	C[C@H](C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(F)C=C2)C=C1	CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C1=CC=C(F)C=C1
66941-48-8	CAS-RN	DTXSID80985669	Sodium 6-hydroxy-2-oxo-5-(prop-2-en-1-yl)-5-{1-[(prop-2-en-1-yl)sulfanyl]ethyl}-2,5-dihydropyrimidin-4-olate	[Na+].CC(SCC=C)C1(CC=C)C(O)=NC(=O)N=C1[O-]	CC(SCC=C)C1(CC=C)C(O)=NC(=O)N=C1O
66941-53-5	CAS-RN	DTXSID50985671	Sodium 5-[1-(butylsulfanyl)ethyl]-6-hydroxy-2-oxo-5-(prop-2-en-1-yl)-2,5-dihydropyrimidin-4-olate	[Na+].CCCCSC(C)C1(CC=C)C(O)=NC(=O)N=C1[O-]	CCCCSC(C)C1(CC=C)C(O)=NC(=O)N=C1O
66941-57-9	CAS-RN	DTXSID10217122	Barbituric acid, 5-allyl-5-(2-(butylthio)ethyl)-2-thio-, sodium salt	[Na+].CCCCSCCC1(CC=C)C(=O)NC([S-])=NC1=O	CCCCSCCC1(CC=C)C(=O)NC(S)=NC1=O
66941-88-6	CAS-RN	DTXSID30985679	Sodium 6-hydroxy-5-(2-methylpropyl)-2-oxo-5-{1-[(prop-2-en-1-yl)sulfanyl]ethyl}-2,5-dihydropyrimidin-4-olate	[Na+].CC(C)CC1(C(C)SCC=C)C(O)=NC(=O)N=C1[O-]	CC(C)CC1(C(C)SCC=C)C(O)=NC(=O)N=C1O
66941-93-3	CAS-RN	DTXSID40985680	Sodium 6-hydroxy-2-oxo-5-(pentan-2-yl)-5-{[(prop-2-en-1-yl)sulfanyl]methyl}-2,5-dihydropyrimidin-4-olate	[Na+].CCCC(C)C1(CSCC=C)C(O)=NC(=O)N=C1[O-]	CCCC(C)C1(CSCC=C)C(O)=NC(=O)N=C1O
66952-49-6	CAS-RN	DTXSID9058155	Methasulfocarb	CN=C(O)SC1=CC=C(OS(C)(=O)=O)C=C1	CN=C(O)SC1=CC=C(OS(C)(=O)=O)C=C1
6696-47-5	CAS-RN	DTXSID10985692	6-Hydroxy-5,7,8,11,13,15-hexamethyl-4,10-dioxo-14-{[3,4,6-trideoxy-3-(dimethylamino)hexopyranosyl]oxy}-1,9-dioxaspiro[2.13]hexadecan-12-yl 2,6-dideoxy-3-O-methylhexopyranoside--hydrogen chloride (1/1)	Cl.[H][C@@]1(C)C[C@]([H])(N(C)C)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])[C@@]([H])(C)C[C@@]3(CO3)C(=O)[C@]([H])(C)[C@@]([H])(O)[C@@]([H])(C)[C@@]([H])(C)OC(=O)[C@]([H])(C)[C@@]([H])(O[C@@]3([H])C[C@]([H])(OC)[C@@]([H])(O)[C@]([H])(C)O3)[C@]2([H])C)O1	COC1CC(OC2C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)CC3(CO3)C(=O)C(C)C(O)C(C)C(C)OC(=O)C2C)OC(C)C1O
66968-39-6	CAS-RN	DTXSID10873601	5-Ethyl-5-(1-(ethylthio)ethyl)-2-thiobarbituric acid	CCSC(C)C1(CC)C(=O)NC(=S)NC1=O	CCSC(C)C1(CC)C(=O)NC(=S)NC1=O
66996-10-9	NO_MATCH	-	-	-	-
67-03-8	CAS-RN	DTXSID0040622	Thiamine hydrochloride	Cl.[Cl-].CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N	CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
67-20-9	CAS-RN	DTXSID7020972	Nitrofurantoin	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O
67-30-1	CAS-RN	DTXSID5048186	Tetrac	OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1	OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1
67-42-5	CAS-RN	DTXSID2045151	Egtazic Acid	OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O	OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O
67-45-8	CAS-RN	DTXSID4041997	Furazolidone	[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O	[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O
67-47-0	CAS-RN	DTXSID3030428	5-(Hydroxymethyl)-2-furfural	OCC1=CC=C(O1)C=O	OCC1=CC=C(O1)C=O
67-48-1	CAS-RN	DTXSID4020325	Choline chloride	[Cl-].C[N+](C)(C)CCO	C[N+](C)(C)CCO
67-51-6	CAS-RN	DTXSID5058777	3,5-Dimethylpyrazole	CC1=CC(C)=NN1	CC1=CC(C)=NN1
67-52-7	CAS-RN	DTXSID8020129	Barbituric acid	O=C1CC(=O)NC(=O)N1	O=C1CC(=O)NC(=O)N1
67-56-1	CAS-RN	DTXSID2021731	Methanol	CO	CO
67-63-0	CAS-RN	DTXSID7020762	Isopropanol	CC(C)O	CC(C)O
67-64-1	CAS-RN	DTXSID8021482	Acetone	CC(C)=O	CC(C)=O
67-66-3	CAS-RN	DTXSID1020306	Chloroform	ClC(Cl)Cl	ClC(Cl)Cl
67-68-5	CAS-RN	DTXSID2021735	Dimethyl sulfoxide	CS(C)=O	CS(C)=O
67-71-0	CAS-RN	DTXSID4043937	Dimethyl sulfone	CS(C)(=O)=O	CS(C)(=O)=O
67-72-1	CAS-RN	DTXSID7020689	Hexachloroethane	ClC(Cl)(Cl)C(Cl)(Cl)Cl	ClC(Cl)(Cl)C(Cl)(Cl)Cl
